request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_195,1023,affordable_with_plan,installments,2026-01-09:405.74|2026-02-08:405.74|2026-03-10:405.74,2026-02-15,none,"Use 3 installments of EUR 405.74, starting 9 January 2026. This leaves at least EUR 700 available."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.30,2024-06-03,none,Pay EUR 762.30 on 3 June 2024. This leaves at least EUR 500 available.
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 January 2026. None of the available options keeps the IDR 26,245,900 minimum protected."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,"Pay INR 185,800 on 7 July 2026. This leaves at least INR 124,300 available."
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8,206,986.67, starting 7 September 2024. This leaves at least IDR 25,359,500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,"Pay IDR 21,717,000 on 6 February 2025. This leaves at least IDR 20,114,600 available."
request_201,23027516.14,affordable_with_plan,full_payment,2026-04-03:23997000,,stop:event_18493,"Pay IDR 23,997,000 on 3 April 2026. This leaves at least IDR 17,304,500 available."
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,"Pay INR 123,900 on 5 December 2024. This leaves at least INR 147,800 available."
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 10 May 2025. This leaves at least EUR 1,400 available."
request_204,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 31 January 2026. None of the available options keeps the EUR 1,300 minimum protected."
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,"Pay IDR 10,621,000 on 6 March 2024. This leaves at least IDR 13,994,300 available."
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 3 August 2025. This leaves at least EUR 900.00 available."
request_207,6737.41,affordable_later,wait,2026-07-15:11830,2026-07-15,none,"Make a payment of ZAR 11,830 on 15 July 2026. This leaves at least ZAR 13,600 available."
request_208,3715280.27,affordable_later,wait,2024-06-15:4413000,2024-06-15,none,"Pay IDR 4,413,000 on 15 June 2024. This leaves at least IDR 10,470,700 available."
request_209,774.93,not_affordable,not_recommended,none,2026-01-15,none,"Do not make this payment by 25 November 2025. None of the available options keeps the ZAR 18,400 minimum protected."
request_210,850.45,affordable_with_plan,installments,2026-04-06:471.48|2026-05-04:471.48|2026-06-01:471.48,2026-04-15,none,"Use 3 installments of USD 471.48, starting 6 April 2026. This leaves at least USD 2,000 available."
request_211,333.76,affordable_later,wait,2024-09-15:1788.60,2024-09-15,none,"Wait until 15 September 2024 to make a payment of EUR 1,788.60. This keeps at least EUR 1,500 protected."
request_212,2018462.72,not_affordable,not_recommended,none,,none,"Do not make this payment by 28 February 2025. None of the available options keeps the IDR 29,579,800 minimum protected."
request_213,1396.1,not_affordable,not_recommended,none,,none,"Do not make this payment by 22 March 2026. None of the available options keeps the USD 2,100 minimum protected."
request_214,32126.47,affordable_with_plan,partial_payment,2024-12-04:32126.47|2024-12-15:37623.53,2024-12-15,stop:event_19670,"Pay INR 32,126.47 on 4 December 2024. This leaves at least INR 174,900 available."
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10,395.15, starting 9 May 2025. This leaves at least ZAR 15,700 available."
request_216,465.48,affordable_later,wait,2026-09-15:3332.40,2026-09-15,none,"Pay USD 3,332.40 on 15 September 2026. This leaves at least USD 1,800 available."
request_217,20227.24,affordable_with_plan,installments,2024-03-19:12889.07|2024-04-19:12889.07|2024-05-20:12889.07,2024-03-15,none,"Use 3 installments of ZAR 12,889.07, starting 19 March 2024. This leaves at least ZAR 26,800 available."
request_218,25224833.74,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-08-15,none,"Use 3 installments of IDR 21,195,893.33, starting 7 August 2025. This leaves at least IDR 34,477,200.00 available."
request_219,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 13 June 2026. None of the available options keeps the EUR 1,100 minimum protected."
request_220,180.76,not_affordable,not_recommended,none,,none,"Do not make this payment by 3 July 2024. None of the available options keeps the EUR 1,100 minimum protected."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,"Pay INR 109,800 on 3 November 2025. This leaves at least INR 81,500 available."
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,"Pay ZAR 34,078 on 5 January 2026. This leaves at least ZAR 27,300 available."
request_223,898.7,affordable_now,full_payment,2024-09-07:898.70,2024-09-07,none,Pay EUR 898.70 on 7 September 2024. This leaves at least EUR 800 available.
request_224,8278852.36,affordable_with_plan,partial_payment,2025-02-04:8278852.36|2025-02-15:2048147.64,2025-02-15,none,"Pay IDR 8,278,852.36 on 4 February 2025. This leaves at least IDR 22,187,600 available."
request_225,9923511.26,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-15,none,"Use 3 installments of IDR 7,647,120, starting 20 July 2026. This leaves at least IDR 17,670,700 available."
request_226,157000,affordable_now,full_payment,2024-12-03:157000,2024-12-03,none,"Pay INR 157,000 on 3 December 2024. This leaves at least INR 209,400 available."
request_227,12861.34,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 June 2025. None of the available options keeps the INR 62,900 minimum protected."
request_228,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 30 April 2026. None of the available options keeps the IDR 26,191,200 minimum protected."
request_229,437.61,affordable_with_plan,installments,2024-03-18:529.29|2024-04-18:529.29|2024-05-19:529.29,2024-05-15,none,"Pay EUR 529.29 on 18 March 2024. This leaves at least EUR 1,271.23 available, protecting the minimum balance of EUR 1,000.00."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.60,2025-08-06,none,"Pay EUR 3,537.60 on 6 August 2025. This leaves at least EUR 2,000 available."
request_231,29533.32,affordable_with_plan,installments,2026-01-06:12378.08|2026-02-05:12378.08|2026-03-07:12378.08,2026-01-15,none,"Use 3 installments of ZAR 12,378.08, starting 6 January 2026. This leaves at least ZAR 24,300 available."
request_232,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 August 2024. None of the available options keeps the EUR 2,400 minimum protected."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 December 2025. None of the available options keeps the IDR 10,365,700 minimum protected."
request_234,234.58,affordable_later,wait,2026-08-15:1213.30,2026-08-15,none,Use wait; projected balance is constrained near 2026-07-11.
request_235,967.2,affordable_now,full_payment,2024-09-06:967.20,2024-09-06,none,Pay USD 967.20 on 6 September 2024. This leaves at least USD 700 available.
request_236,7443718.01,not_affordable,not_recommended,none,,none,"Do not make this payment by 23 February 2025. None of the available options keeps the IDR 16,768,600 minimum protected."
request_237,23317506.04,affordable_with_plan,full_payment,2026-04-05:23826000,,reduce_to:event_21812:382850,"Pay IDR 23,317,506.04 on 5 April 2026. This leaves at least IDR 22,431,500 available."
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 7 December 2024. This leaves at least USD 700.00 available."
request_239,0,not_affordable,not_recommended,none,,none,Do not make this payment by 24 May 2025. None of the available options keeps the USD 600.00 minimum protected.
request_240,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 20 March 2026. None of the available options keeps the INR 52,800 minimum protected."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7,298,026.67, starting 17 March 2024. This leaves at least IDR 19,252,000 available."
request_242,0,not_affordable,not_recommended,none,,none,Do not make this payment by 25 August 2025. None of the available options keeps the EUR 600.00 minimum protected.
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,"Pay ZAR 17,468 on 7 July 2026. This leaves at least ZAR 19,900 available."
request_244,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 16 July 2024. None of the available options keeps the ZAR 45,900 minimum protected."
request_245,35044.79,affordable_later,wait,2026-01-15:128500,2026-01-15,none,"Wait until 15 January 2026 to make the payment of INR 128,500. This leaves at least INR 94,600 available."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22,216.48, starting 3 April 2026. This leaves at least ZAR 39,300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.30,2024-09-05,none,"Pay EUR 1,059.30 on 5 September 2024. This leaves at least EUR 1,300 available."
request_248,977.62,affordable_with_plan,partial_payment,2025-02-07:977.62|2025-03-06:987.98,2025-03-06,none,"Pay USD 977.62 on 7 February 2025. This leaves at least USD 1,300 available."
request_249,166.55,affordable_later,wait,2026-03-15:643.20,2026-03-15,none,Make a payment of USD 166.55 on 15 March 2026. This leaves at least USD 600 available.
request_250,17762.28,not_affordable,not_recommended,none,,none,"Do not make this payment by 18 January 2025. None of the available options keeps the ZAR 35,300 minimum protected."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by 6 June 2025. None of the available options keeps the EUR 1,300 minimum protected."
request_252,5719759.63,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,"Make the payment of IDR 28,082,000 on 15 August 2026. This leaves at least IDR 15,152,200 available."
request_253,1260.76,not_affordable,not_recommended,none,2024-05-15,none,"Do not make this payment by 1 June 2024. None of the available options keeps the EUR 2,300 minimum protected."
request_254,824.45,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,"Make a payment of USD 824.45 on 15 September 2025. This leaves at least USD 2,500 available."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,"Pay IDR 3,345,000 on 6 April 2026. This leaves at least IDR 9,813,900 available."
request_256,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 19 August 2024. None of the available options keeps the INR 168,600 minimum protected."
request_257,380.31,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,"Wait until 15 November 2025 to make a payment of USD 1,352.40. This keeps at least USD 1,600 available."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,"Pay USD 1,113.60 on 7 January 2026. This leaves at least USD 500 available."
request_259,248.96,affordable_later,wait,2024-11-15:935,2024-11-15,none,Wait until 15 November 2024 to make a payment of EUR 935. This keeps at least EUR 600 protected.
request_260,9113779.71,affordable_with_plan,partial_payment,2025-02-06:9113779.71|2025-04-15:42965220.29,2025-04-15,reduce_to:event_23895:478040,"Pay IDR 9,113,779.71 on 6 February 2025. This leaves at least IDR 20,727,700 available."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,"Pay EUR 1,830.40 on 3 July 2026. This leaves at least EUR 1,500 available."
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,"Pay IDR 9,236,000 on 5 December 2024. This leaves at least IDR 31,018,500 available."
request_263,7206.5,not_affordable,not_recommended,none,,none,"Do not make this payment by 15 June 2025. None of the available options keeps the ZAR 24,100 minimum protected."
request_264,26863.74,affordable_later,wait,2026-06-15:111300,2026-06-15,none,"Wait until 15 June 2026 to make a payment of INR 26,863.74, ensuring at least INR 59,500 is protected."
request_265,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 21 March 2024. None of the available options keeps the INR 189,700 minimum protected."
request_266,779.77,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,"Use 3 installments of EUR 324.13, starting 3 August 2025. This leaves at least EUR 900.00 available."
request_267,740.81,not_affordable,not_recommended,none,,none,"Do not make this payment by 17 March 2026. None of the available options keeps the EUR 1,500 minimum protected."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,"Pay EUR 841.22 on 14 June 2024. This leaves at least EUR 1,400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by 2 January 2026. None of the available options keeps the ZAR 23,100 minimum protected."
request_270,255.68,not_affordable,not_recommended,none,2026-08-15,none,"Do not make this payment by 30 August 2026. None of the available options keeps the USD 1,400 minimum protected."
request_271,13353.27,affordable_later,wait,2024-11-15:91300,2024-11-15,none,"Make a payment of INR 13,353.27 on 15 November 2024. This leaves at least INR 58,200 available."
request_272,5741989.07,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,"Use 3 installments of IDR 4,709,466.67, starting 12 February 2025. This leaves at least IDR 7,508,600 available."
request_273,9775942.07,affordable_with_plan,partial_payment,2026-04-07:9775942.07|2026-04-15:6085057.93,2026-04-15,none,"Pay IDR 9,775,942.07 on 7 April 2026. This leaves at least IDR 18,774,600 available."
request_274,2229.77,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.60|stop:event_25179|stop:event_25180,"Pay EUR 940.75 on 4 December 2024, followed by two more installments on 4 January 2025 and 4 February 2025. This leaves at least EUR 1,800 protected."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,"Pay IDR 15,884,000 on 6 May 2025. This leaves at least IDR 12,760,100 available."
