request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_252,5719759.63,affordable_later,wait,2026-08-15:28082000,2026-08-15,none,Use wait; projected balance is constrained near 2026-07-09.
request_253,1260.76,not_affordable,not_recommended,none,2024-05-15,none,No eligible payment plan stays above the minimum balance.
request_254,824.45,affordable_later,wait,2025-09-15:3535.20,2025-09-15,none,Use wait; projected balance is constrained near 2025-08-13.
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Use full_payment; projected balance is constrained near 2026-04-14.
request_256,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_257,380.31,affordable_later,wait,2025-11-15:1352.40,2025-11-15,none,Use wait; projected balance is constrained near 2025-11-14.
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.60,2026-01-07,none,Use full_payment; projected balance is constrained near 2026-01-13.
request_259,248.96,affordable_later,wait,2024-11-15:935,2024-11-15,none,Use wait; projected balance is constrained near 2024-09-13.
request_260,9113779.71,affordable_with_plan,partial_payment,2025-02-06:9113779.71|2025-04-15:42965220.29,2025-04-15,reduce_to:event_23895:478040,Use partial_payment; projected balance is constrained near 2025-02-13.
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.40,2026-07-03,none,Use full_payment; projected balance is constrained near 2026-07-14.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Use full_payment; projected balance is constrained near 2024-12-13.
request_263,7206.5,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_264,26863.74,affordable_later,wait,2026-06-15:111300,2026-06-15,none,Use wait; projected balance is constrained near 2026-04-11.
request_265,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_266,779.77,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-15,none,Use installments; projected balance is constrained near 2025-08-14.
request_267,740.81,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-07-15,none,Use installments; projected balance is constrained near 2024-06-10.
request_269,0,not_affordable,not_recommended,none,,none,No eligible payment plan stays above the minimum balance.
request_270,255.68,not_affordable,not_recommended,none,2026-08-15,none,No eligible payment plan stays above the minimum balance.
request_271,13353.27,affordable_later,wait,2024-11-15:91300,2024-11-15,none,Use wait; projected balance is constrained near 2024-11-14.
request_272,5741989.07,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-03-15,none,Use installments; projected balance is constrained near 2025-02-13.
request_273,9775942.07,affordable_with_plan,partial_payment,2026-04-07:9775942.07|2026-04-15:6085057.93,2026-04-15,none,Use partial_payment; projected balance is constrained near 2026-04-14.
request_274,2229.77,affordable_with_plan,installments,2024-12-04:940.75|2025-01-04:940.75|2025-02-04:940.75,2025-02-15,reduce_to:event_25181:51.60|stop:event_25179|stop:event_25180,Use installments; projected balance is constrained near 2024-12-13.
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Use full_payment; projected balance is constrained near 2025-05-14.
